2D-peak FWHM	#
0.005075856714	3	
0.005170441554	1	
0.005265026394	6	
0.005359611234	3	
0.005454196074	2	
0.005548780914	2	
0.005643365754	4	
0.005737950594	4	
0.005832535434	2	
0.005927120274	0	
0.006021705114	3	
0.006116289954	1	
0.006210874794	3	
0.006305459634	4	
0.006400044474	5	
0.006494629315	0	
0.006589214155	1	
0.006683798995	0	
0.006778383835	2	
0.006872968675	3	
0.006967553515	3	
0.007062138355	0	
0.007156723195	3	
0.007251308035	1	
0.007345892875	3	
0.007440477715	2	
0.007535062555	0	
0.007629647395	1	
0.007724232235	2	
0.007818817075	6	
0.007913401915	2	
0.008007986755	1	
0.008102571595	2	
0.008197156435	1	
0.008291741275	0	
0.008386326115	2	
0.008480910955	1	
0.008575495795	1	
0.008670080635	5	
0.008764665476	1	
0.008859250316	3	
0.008953835156	4	
0.009048419996	0	
0.009143004836	5	
0.009237589676	2	
0.009332174516	2	
0.009426759356	3	
0.009521344196	1	
0.009615929036	1	
0.009710513876	0	
0.009805098716	0	
0.009899683556	5	
0.009994268396	3	
0.01008885324	2	
0.01018343808	4	
0.01027802292	0	
0.01037260776	2	
0.0104671926	2	
0.01056177744	1	
0.01065636228	2	
0.01075094712	0	
0.01084553196	3	
0.0109401168	2	
0.01103470164	3	
0.01112928648	2	
0.01122387132	8	
0.01131845616	3	
0.011413041	2	
0.01150762584	2	
0.01160221068	3	
0.01169679552	0	
0.01179138036	7	
0.0118859652	3	
0.01198055004	4	
0.01207513488	1	
0.01216971972	12	
0.01226430456	11	
0.0123588894	21	
0.01245347424	25	
0.01254805908	21	
0.01264264392	33	
0.01273722876	41	
0.0128318136	55	
0.01292639844	42	
0.01302098328	47	
0.01311556812	49	
0.01321015296	33	
0.0133047378	49	
0.01339932264	38	
0.01349390748	29	
0.01358849232	24	
0.01368307716	22	
0.013777662	18	
0.01387224684	17	
0.01396683168	11	
0.01406141652	5	
0.01415600136	4	
0.0142505862	2	
0.01434517104	3	
0.01443975588	 	
