2D-peak FWHM	#
0.07957210633	3	
0.07966009796	5	
0.07974808959	3	
0.07983608121	3	
0.07992407284	8	
0.08001206446	5	
0.08010005609	3	
0.08018804771	12	
0.08027603934	10	
0.08036403097	11	
0.08045202259	16	
0.08054001422	17	
0.08062800584	8	
0.08071599747	17	
0.0808039891	18	
0.08089198072	18	
0.08097997235	18	
0.08106796397	15	
0.0811559556	20	
0.08124394723	20	
0.08133193885	29	
0.08141993048	38	
0.0815079221	25	
0.08159591373	29	
0.08168390535	27	
0.08177189698	39	
0.08185988861	34	
0.08194788023	31	
0.08203587186	31	
0.08212386348	41	
0.08221185511	26	
0.08229984674	25	
0.08238783836	24	
0.08247582999	19	
0.08256382161	24	
0.08265181324	21	
0.08273980487	20	
0.08282779649	13	
0.08291578812	12	
0.08300377974	6	
0.08309177137	5	
0.083179763	4	
0.08326775462	3	
0.08335574625	1	
0.08344373787	0	
0.0835317295	1	
0.08361972112	3	
0.08370771275	1	
0.08379570438	1	
0.083883696	0	
0.08397168763	0	
0.08405967925	1	
0.08414767088	1	
0.08423566251	0	
0.08432365413	1	
0.08441164576	1	
0.08449963738	0	
0.08458762901	2	
0.08467562064	0	
0.08476361226	0	
0.08485160389	3	
0.08493959551	1	
0.08502758714	0	
0.08511557876	0	
0.08520357039	0	
0.08529156202	0	
0.08537955364	0	
0.08546754527	0	
0.08555553689	0	
0.08564352852	2	
0.08573152015	0	
0.08581951177	1	
0.0859075034	1	
0.08599549502	0	
0.08608348665	0	
0.08617147828	1	
0.0862594699	0	
0.08634746153	2	
0.08643545315	0	
0.08652344478	1	
0.0866114364	0	
0.08669942803	0	
0.08678741966	0	
0.08687541128	0	
0.08696340291	0	
0.08705139453	0	
0.08713938616	0	
0.08722737779	0	
0.08731536941	0	
0.08740336104	0	
0.08749135266	0	
0.08757934429	0	
0.08766733592	0	
0.08775532754	0	
0.08784331917	0	
0.08793131079	0	
0.08801930242	0	
0.08810729404	1	
0.08819528567	1	
0.0882832773	 	
